ngrdcol,iterations,nz,tasks,total_runs,total,compute_i,baseline,advance_clubb_core_api,output_multi_col,mainloop,acc_data_copyin_r,runloop_r
# 'up2_zt', 'vp2_zt', 'upwp_zt', 'vpwp_zt', 'hmp2_zt',
# 
# 'PSMLT', 'EVPMS', 'PRACS', 'EVPMG', 'PRACG',
# 'PGMLT', 'MNUCCC', 'PSACWS', 'PSACWI', 'QMULTS',
# 'QMULTG', 'PSACWG', 'PGSACW', 'PRD', 'PRCI', 
# 'PRAI', 'QMULTR', 'QMULTRG', 'MNUCCD', 'PRACI', 
# 'PRACIS', 'EPRD', 'MNUCCR', 'PIACR', 'PIACRS',
# 'PGRACS', 'PRDS', 'EPRDS', 'PSACR', 'PRDG', 'EPRDG',
# 'NGSTEN', 'NRSTEN', 'NISTEN', 'NSSTEN', 'NCSTEN', 'NPRC1', 'NRAGG',
# 'NPRACG', 'NSUBR', 'NSMLTR', 'NGMLTR', 'NPRACS', 'NNUCCR', 'NIACR',
# 'NIACRS', 'NGRACS', 'NSMLTS', 'NSAGG', 'NPRCI', 'NSCNG', 'NSUBS', 'PRC', 'PRA',
# 'PRE', 'PCC', 'NNUCCC', 'NPSACWS', 'NPRA', 'NPRC', 'NPSACWI', 'NPSACWG',
# 'NPRAI', 'NMULTS', 'NMULTG', 'NMULTR', 'NMULTRG', 'NNUCCD', 'NSUBI',
# 'NGMLTG', 'NSUBG', 'NACT', 'SIZEFIX_NR', 'SIZEFIX_NC', 'SIZEFIX_NI',
# 'SIZEFIX_NS', 'SIZEFIX_NG', 'NEGFIX_NR', 'NEGFIX_NC', 'NEGFIX_NI', 'NEGFIX_NS', 
# 'NEGFIX_NG', 'NIM_MORR_CL', 'QC_INST', 'QR_INST', 'QI_INST', 'QS_INST', 'QG_INST',
# 'NC_INST', 'NR_INST', 'NI_INST', 'NS_INST', 'NG_INST', 'T_in_K_mc', 'cloud_frac_refined',
# 'rcm_refined', 'hl_on_Cp_residual', 'qto_residual',
# ''
# 
# vars_lh_zt =
# 'AKm', 'lh_AKm', 'AKstd', 'AKstd_cld', 'AKm_rcm', 'AKm_rcc',
# 'lh_thlm_mc', 'lh_rvm_mc', 'lh_rcm_mc', 'lh_Ncm_mc', 'lh_rrm_mc', 'lh_Nrm_mc',
# 'lh_rsm_mc', 'lh_Nsm_mc', 'lh_rgm_mc', 'lh_Ngm_mc', 'lh_rim_mc', 'lh_Nim_mc',
# 'lh_Vrr', 'lh_VNr', 'lh_rrm', 'lh_rim', 'lh_rsm', 'lh_rgm',
# 'lh_thlm', 'lh_rcm', 'lh_rvm', 'lh_wm', 'lh_rcp2_zt', 'lh_rrp2_zt', 
# 'lh_Nrp2_zt', 'lh_Ncp2_zt', 'lh_Ncnp2_zt', 'lh_wp2_zt', 'lh_cloud_frac',
# 'lh_chi', 'lh_eta', 'lh_chip2', 'lh_rtp2_zt', 'lh_thlp2_zt',
# 'lh_Nrm', 'lh_Nim', 'lh_Ncnm', 'lh_Ncm', 'lh_Ngm', 'lh_Nsm',
# 'lh_rcm_avg', 'lh_rrm_auto', 'lh_rrm_accr', 'lh_rrm_evap',
# 'lh_Nrm_auto', 'lh_Nrm_evap', 'lh_rrm_src_adj', 'lh_rrm_evap_adj',
# 'lh_Nrm_src_adj', 'lh_Nrm_evap_adj', 'lh_precip_frac', 'lh_mixt_frac',
# 
# 'lh_m_vol_rad_rain',
# ''
# 
# vars_lh_sfc =
# 'lh_morr_snow_rate', 'lh_lwp', 'lh_vwp', 'k_lh_start',
# 'lh_sample_weights_sum', 'lh_sample_weights_avg',
# ''
# 
# vars_zm = 
# 'wp2', 'rtp2', 'thlp2', 'rtpthlp', 'wprtp', 'wpthlp', 'wp2up2', 'wp2vp2', 'wp4',
# 'up2', 'vp2', 'Skw_zm', 'Skthl_zm', 'Skrt_zm',
# 'wpthvp', 'rtpthvp', 'thlpthvp', 'tau_zm', 'Kh_zm', 'K_hm', 'wprcp', 'rc_coef_zm', 'wm_zm',
# 'thlprcp', 'rtprcp', 'rcp2', 'upwp', 'vpwp',
# 'upthlp', 'uprtp', 'vpthlp', 'vprtp',
# 'upthvp', 'uprcp', 'vpthvp', 'vprcp',
# 'rho_zm', 'sigma_sqd_w', 'Skw_velocity',
# 'gamma_Skw_fnc', 'coef_wp4_implicit', 'C6rt_Skw_fnc', 'C6thl_Skw_fnc', 'C6_term',
# 'C7_Skw_fnc', 'C1_Skw_fnc', 'a3_coef', 'wp3_on_wp2', 'wp3_on_wp2_cfl_num', 'rcm_zm', 'rtm_zm',
# 'thlm_zm', 'cloud_frac_zm', 'ice_supersat_frac_zm', 'rho_ds_zm', 'thv_ds_zm',
# 'em', 'mean_w_up', 'mean_w_down', 'shear', 'wp3_zm', 'thlp3_zm', 'rtp3_zm',
# 'w_1_zm', 'w_2_zm', 'varnce_w_1_zm', 'varnce_w_2_zm', 'mixt_frac_zm',
# 'Frad', 'Frad_LW', 'Frad_SW', 'Frad_LW_up', 'Frad_SW_up', 'Frad_LW_down', 'Frad_SW_down',
# 'Fprec', 'Fcsed',
# 'hydrometp2', 'wphydrometp', 'rtphmp', 'thlphmp', 'hmxphmyp',
# 'Vri', 'VNi', 'Vrc', 'VNc', 'Vrr', 'VNr', 'Vrs', 'VNs', 'Vrg',
# 'Vrrprrp', 'VNrpNrp', 'Vrrprrp_expcalc', 'VNrpNrp_expcalc',
# 'wp2_bt', 'wp2_ma', 'wp2_ta', 'wp2_ac', 'wp2_bp', 'wp2_pr1', 'wp2_pr2',
# 'wp2_pr3', 'wp2_pr_dfsn', 'wp2_dp1', 'wp2_dp2', 'wp2_sdmp',
# 'wp2_cl', 'wp2_pd', 'wp2_sf', 'wp2_splat',
# 'vp2_bt', 'vp2_ma', 'vp2_ta', 'vp2_tp', 'vp2_dp1', 'vp2_dp2',
# 'vp2_pr1', 'vp2_pr2', 'vp2_sdmp', 'vp2_cl', 'vp2_pd', 'vp2_sf', 'vp2_splat',
# 'up2_bt', 'up2_ma', 'up2_ta', 'up2_tp', 'up2_dp1', 'up2_dp2',
# 'up2_pr1', 'up2_pr2', 'up2_sdmp', 'up2_cl', 'up2_pd', 'up2_sf', 'up2_splat',
# 'upwp_bt', 'upwp_ma', 'upwp_ta', 'upwp_tp', 'upwp_ac', 'upwp_bp', 'upwp_pr1',
# 'upwp_pr2', 'upwp_pr3', 'upwp_pr4', 'upwp_dp1', 'upwp_mfl', 'upwp_cl',
# 'vpwp_bt', 'vpwp_ma', 'vpwp_ta', 'vpwp_tp', 'vpwp_ac', 'vpwp_bp', 'vpwp_pr1',
# 'vpwp_pr2', 'vpwp_pr3', 'vpwp_pr4', 'vpwp_dp1', 'vpwp_mfl', 'vpwp_cl',
# 'wprtp_bt', 'wprtp_ma', 'wprtp_ta', 'wprtp_tp', 'wprtp_ac',
# 'wprtp_bp', 'wprtp_pr1', 'wprtp_pr2', 'wprtp_pr3', 'wprtp_dp1',
# 'wprtp_mfl', 'wprtp_cl', 'wprtp_pd', 'wprtp_forcing', 'wprtp_mc',
# 'wpthlp_bt', 'wpthlp_ma', 'wpthlp_ta', 'wpthlp_tp', 'wpthlp_ac',
# 'wpthlp_bp', 'wpthlp_pr1', 'wpthlp_pr2', 'wpthlp_pr3', 'wpthlp_dp1',
# 'wpthlp_mfl', 'wpthlp_cl', 'wpthlp_forcing', 'wpthlp_mc',
# 'rtp2_bt', 'rtp2_ma', 'rtp2_ta', 'rtp2_tp',
# 'rtp2_dp1', 'rtp2_dp2', 'rtp2_cl', 'rtp2_pd', 'rtp2_sf', 'rtp2_forcing', 'rtp2_mc',
# 'thlp2_bt', 'thlp2_ma', 'thlp2_ta', 'thlp2_tp',
# 'thlp2_dp1', 'thlp2_dp2', 'thlp2_cl', 'thlp2_pd', 'thlp2_sf', 'thlp2_forcing', 'thlp2_mc',
# 'rtpthlp_bt', 'rtpthlp_ma', 'rtpthlp_ta', 'rtpthlp_tp1', 'rtpthlp_tp2',
# 'rtpthlp_dp1', 'rtpthlp_dp2', 'rtpthlp_cl', 'rtpthlp_sf', 'rtpthlp_forcing', 'rtpthlp_mc',
# 'wpthlp_enter_mfl', 'wpthlp_exit_mfl', 'wprtp_enter_mfl', 'wprtp_exit_mfl',
# 'wpthlp_mfl_min', 'wpthlp_mfl_max', 'wprtp_mfl_min', 'wprtp_mfl_max',
# 
# 
# 'stability_correction',
# 
# 'bv_freq_sqd', 'bv_freq_sqd_splat', 'bv_freq_sqd_mixed', 'bv_freq_sqd_moist', 'bv_freq_sqd_dry',
# 'bv_freq_sqd_smth', 'bv_freq_out_cloud', 'bv_freq_pos', 'ddzt_umvm_sqd', 'invrs_tau_zm',
# 'invrs_tau_xp2_zm', 'invrs_tau_wp2_zm', 'invrs_tau_wpxp_zm', 'invrs_tau_wp3_zm',
# 'invrs_tau_no_N2_zm', 'invrs_tau_bkgnd', 'invrs_tau_sfc', 'invrs_tau_shear', 'Ri_zm',
# ''
# 
# vars_rad_zt =
# 'T_in_K_rad', 'rcil_rad', 'o3l_rad', 'rsm_rad', 'rcm_in_cloud_rad',
# 'cloud_frac_rad', 'ice_supersat_frac_rad', 'radht_rad', 'radht_SW_rad', 'radht_LW_rad',
# 'p_in_mb_rad', 'sp_humidity_rad',
# ''
# 
# 
# vars_rad_zm =
# 'Frad_SW_rad', 'Frad_LW_rad', 'Frad_SW_up_rad', 'Frad_LW_up_rad', 'Frad_SW_down_rad', 'Frad_LW_down_rad',
# 'fulwcl', 'fdlwcl', 'fdswcl', 'fuswcl',
# ''
# 
# vars_sfc = 
# 'ustar', 'soil_heat_flux', 'veg_T_in_K', 'sfc_soil_T_in_K', 'deep_soil_T_in_K', 
# 'lh', 'sh', 'cc', 'lwp', 'vwp',
# 'swp', 'iwp', 'rwp', 'z_cloud_base', 'z_inversion', 'precip_rate_sfc',
# 'rain_flux_sfc', 'rrm_sfc', 'precip_frac_tol', 
# 'wpthlp_sfc', 'wprtp_sfc', 'upwp_sfc', 'vpwp_sfc',
# 'morr_snow_rate',
# 'thlm_vert_avg', 'rtm_vert_avg', 'um_vert_avg', 'vm_vert_avg', 
# 'wp2_vert_avg', 'up2_vert_avg', 'vp2_vert_avg', 'rtp2_vert_avg', 
# 'thlp2_vert_avg', 'T_sfc', 
# 'rtm_spur_src', 'thlm_spur_src',
# 
# 
# 'rs_sd_morr_int',
# 'tot_vartn_normlzd_rtm', 'tot_vartn_normlzd_thlm', 'tot_vartn_normlzd_wprtp',
# ''
# 
# /
